,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
62,Leszek,2013-09-03,"Chicago, IL",within an hour,100%,1,Lincoln Park,"['email', 'phone']",t,1,Neighborhood highlights,Lincoln Park,1,1,1 private bath,"[""Refrigerator"", ""First aid kit"", ""Pets allowed"", ""Heating"", ""Electric stove"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Wine glasses"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Air conditioning"", ""Long term stays allowed"", ""Hot water kettle"", ""Body soap"", ""Elevator"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Laundromat nearby"", ""Toaster"", ""TV with standard cable"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Clothing storage: closet and dresser"", ""Host greets you"", ""Paid street parking off premises"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2013-09-17,2024-09-02,R22000079040,0,8619275,100.0,6.0,41.92817,-87.64282,3.0,1.0,1.0,1.0,155.0,1.0,90,2.0,90.0,6,36,66,66,79.0,13.0,3.0,4.71,4.76,4.82,4.85,4.82,4.97,4.59,0.59
69,Ryan,2013-10-17,"Chicago, IL",within an hour,100%,1,Woodlawn,"['email', 'phone']",t,0,Neighborhood highlights,Woodlawn,4,1,1 private bath,"[""Shower gel"", ""First aid kit"", ""Portable fans"", ""Wifi"", ""Pets allowed"", ""Self check-in"", ""Central heating"", ""Exterior security cameras on property"", ""Crib"", ""Hangers"", ""Usually Pantene shampoo"", ""Bathtub"", ""Room-darkening shades"", ""Lockbox"", ""Long term stays allowed"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Body soap"", ""50 inch HDTV with Chromecast, premium cable, standard cable"", ""Books and reading material"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Baby safety gates"", ""Fire extinguisher"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Usually Pantene conditioner"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Ceiling fan"", ""Microwave"", ""Hot water""]",t,2014-02-20,2024-09-03,R17000015592,0,9483312,100.0,2.0,41.77738,-87.60041,3.0,1.0,1.0,1.0,148.0,4.0,90,4.0,90.0,5,31,57,136,31.2,8.0,1.0,4.89,4.92,4.92,4.96,4.95,4.47,4.88,2.88
72,Esmirna,2012-03-19,"Chicago, IL",within an hour,100%,1,North Lawndale,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,North Lawndale,1,1,3 baths,"[""Shower gel"", ""BBQ grill"", ""First aid kit"", ""Single oven"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Paid washer"", ""Breakfast"", ""Record player"", ""Dining table"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Bathtub"", ""TV"", ""Coffee maker: french press, Keurig coffee machine, pour-over coffee"", ""Clothing storage: closet"", ""Outdoor dining area"", ""Body soap"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Toaster"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Board games"", ""Freezer"", ""Baking sheet"", ""Sound system with Bluetooth and aux"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-01-31,2024-01-31,R23000111400,0,1971382,98.0,4.0,41.85638259958464,-87.71415361216066,1.0,1.4,1.5,2.1,364.0,1.0,1125,2.0,1125.0,16,42,72,347,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.13
75,Ilya,2013-08-21,"Chicago, IL",within a few hours,100%,1,Old Irving Park,"['email', 'phone']",t,1,Neighborhood highlights,Irving Park,1,1,1 shared bath,"[""Refrigerator"", ""First aid kit"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Shared backyard"", ""Lock on bedroom door"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""Air conditioning"", ""Long term stays allowed"", ""Coffee maker: drip coffee maker, french press"", ""Hot water kettle"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Laundromat nearby"", ""Iron"", ""Luggage dropoff allowed"", ""Ceiling fan"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Toaster"", ""TV with standard cable"", ""Smoke alarm"", ""Free street parking"", ""Blender"", ""Clothing storage: closet and dresser"", ""Host greets you"", ""Freezer"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-07-08,2024-08-31,Without license,0,8292749,89.0,2.0,41.95998186072804,-87.73006782293396,1.0,1.0,1.0,1.0,37.0,32.0,32,32.0,32.0,13,43,72,72,5.0,3.0,1.0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0.34
77,Carrie & Brad,2013-02-20,"Chicago, IL",within an hour,100%,0,Bucktown,"['email', 'phone']",t,1,Neighborhood highlights,Logan Square,4,1,1 shared bath,"[""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Heating"", ""Stove"", ""Fire pit"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Oven"", ""TV"", ""Air conditioning"", ""Outdoor furniture"", ""Coffee maker"", ""Dishes and silverware"", ""Bed linens"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2013-12-14,2024-08-16,R22000077881,1,5166793,99.0,3.0,41.92118,-87.68678,2.0,1.0,1.0,1.0,77.0,2.0,28,2.0,28.0,18,48,73,73,31.2,15.0,0.0,4.65,4.77,4.48,4.91,4.74,4.82,4.69,2.21
79,Sunnie/Randolph,2012-03-01,"Chicago, IL",within a few hours,100%,1,Palermo,"['email', 'phone']",t,1,Neighborhood highlights,Lake View,11,1,1 shared bath,"[""Shower gel"", ""Shampoo"", ""Shared beach access"", ""Hangers"", ""Extra pillows and blankets"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Wifi"", ""Iron"", ""Heating"", ""Air conditioning"", ""Host greets you"", ""Luggage dropoff allowed"", ""Portable fans"", ""Body soap"", ""Hot water""]",t,2014-05-18,2024-08-18,R22000091334,0,1838943,91.0,4.0,41.93338,-87.63913,2.0,1.0,1.0,1.0,75.0,1.0,1125,2.0,1125.0,0,0,4,123,31.2,12.0,1.0,4.84,4.88,4.76,4.95,4.96,4.96,4.87,1.35
81,Patt,2011-11-08,No location,within an hour,100%,0,Kenwood,"['email', 'phone']",t,1,No specified,Kenwood,11,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""Bikes"", ""Self check-in"", ""Wifi"", ""Heating"", ""Dryer"", ""Stove"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Oven"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Clothing storage: closet"", ""Washer"", ""Body soap"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Kitchen"", ""Microwave"", ""Hot water""]",t,2014-04-27,2024-08-30,R21000072908,0,1385332,81.0,43.0,41.80239,-87.60244,1.0,1.0,1.0,1.0,54.0,2.0,200,4.4,195.2,3,3,12,286,61.0,6.0,1.0,4.9,4.9,4.82,4.98,4.93,4.61,4.75,0.48
87,Tanya,2014-03-06,"Chicago, IL",within a day,100%,0,Garfield Park,"['email', 'phone']",t,1,Neighborhood highlights,East Garfield Park,11,1,1 private bath,"[""Refrigerator"", ""Wifi"", ""Heating"", ""HDTV with HBO Max, premium cable"", ""Exercise equipment"", ""Shampoo"", ""Dryer \u2013 In building"", ""Hangers"", ""Private entrance"", ""Private patio or balcony"", ""Outdoor furniture"", ""Long term stays allowed"", ""Outdoor dining area"", ""EV charger"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Washer \u2013\u00a0In building"", ""Mini fridge"", ""City skyline view"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Private backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Smoke alarm"", ""Free street parking"", ""Indoor fireplace: electric"", ""Host greets you"", ""Microwave"", ""Hot water""]",t,2014-07-22,2024-09-14,R21000073422,0,12877384,89.0,4.0,41.88152,-87.69768,1.0,1.4,1.5,2.1,145.0,7.0,90,7.0,90.0,6,14,14,163,31.2,15.0,2.0,4.77,4.81,4.74,4.92,4.93,4.9,4.83,1.47
88,Cynthia,2013-07-31,"Chicago, IL",within a few hours,100%,1,Washington Park,"['email', 'phone']",t,1,Neighborhood highlights,Washington Park,8,1,1.5 baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Free dryer \u2013 In unit"", ""Stove"", ""Breakfast"", ""Shampoo"", ""Hangers"", ""Oven"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Body soap"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Shared patio or balcony"", ""Smoke alarm"", ""Free street parking"", ""Indoor fireplace"", ""Host greets you"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2014-04-30,2024-09-02,R17000013595,0,7858620,87.0,3.0,41.79606,-87.62382,2.0,1.5,1.0,1.0,80.0,2.0,28,2.0,28.0,12,42,72,347,122.0,12.0,1.0,4.75,4.64,4.47,4.93,4.93,4.9,4.69,0.96
89,Amado,2012-07-06,"Chicago, IL",within a day,50%,0,Pilsen,"['email', 'phone']",t,1,Neighborhood highlights,Lower West Side,1,1,1 shared bath,"[""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Heating"", ""Dryer"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Room-darkening shades"", ""Air conditioning"", ""Washer"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Keypad"", ""TV with Netflix"", ""Kitchen"", ""Hot water""]",t,2014-03-31,2022-09-01,City registration pending,0,2850286,96.0,8.0,41.85669,-87.65132,2.0,1.0,1.0,1.0,65.0,32.0,1125,32.0,1125.0,29,59,89,179,31.2,0.0,0.0,4.89,4.91,4.89,4.92,4.96,4.59,4.84,1.93
95,Erik,2014-01-12,"Chicago, IL",within an hour,100%,1,West Lawn,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,West Lawn,4,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Other gas stove"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Dryer"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""43 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, HBO Max, Hulu, Netflix, Roku"", ""Bluetooth sound system"", ""Air conditioning"", ""Long term stays allowed"", ""Game console"", ""Washer"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Dishes and silverware"", ""Laundromat nearby"", ""Iron"", ""Fire extinguisher"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Indoor fireplace"", ""Host greets you"", ""Freezer"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2014-08-10,2024-09-05,R17000014945,1,11231030,100.0,2.0,41.78225,-87.72806,2.0,1.0,1.0,1.0,39.0,1.0,1125,2.0,1125.0,12,42,72,347,31.2,28.0,4.0,4.85,4.9,4.88,4.88,4.84,4.74,4.85,3.0
102,You'Re Home Away,2014-03-21,"Chicago, IL",within a few hours,100%,0,South Shore,"['phone', 'work_email']",t,1,Neighborhood highlights,Rogers Park,1,1,1 private bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Radiant heating"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""43 inch HDTV with Roku"", ""Exterior security cameras on property"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""Paid dryer \u2013 In building"", ""Long term stays allowed"", ""Body soap"", ""Crib - available upon request"", ""Whirlpool gas stove"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Fire extinguisher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Free street parking"", ""Clothing storage: closet and dresser"", ""Host greets you"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2015-11-06,2024-09-09,R18000030225,0,13374424,78.0,5.0,42.013777799902776,-87.67188185110726,2.0,1.0,1.0,1.0,73.0,2.0,300,2.0,300.0,4,4,4,263,12.0,2.0,2.0,4.83,4.82,4.64,4.64,5.0,4.9,4.91,0.11
108,Janet,2014-06-24,"Chicago, IL",Not defined,0%,0,Lakeview,"['email', 'phone']",t,1,Neighborhood highlights,Lake View,1,1,1 bath,"[""Hot tub"", ""Shampoo"", ""TV with standard cable"", ""Smoke alarm"", ""Elevator"", ""First aid kit"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Heating"", ""Air conditioning"", ""Dryer"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",t,2014-07-22,2023-10-15,R17000013279,0,17217012,96.0,3.0,41.94159,-87.65099,1.0,1.0,1.0,1.0,75.0,32.0,1125,32.0,1125.0,27,57,87,362,31.2,1.0,0.0,4.88,4.92,4.96,4.94,4.95,4.93,4.89,1.44
109,Ed,2014-03-21,"Chicago, IL",within a day,89%,0,Dunning,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,Dunning,4,1,1 shared bath,"[""Self check-in"", ""Wifi"", ""Heating"", ""Dryer"", ""Lock on bedroom door"", ""Shampoo"", ""Private entrance"", ""TV"", ""Air conditioning"", ""Washer"", ""Smoking allowed"", ""Hair dryer"", ""Essentials"", ""Fire extinguisher"", ""Private hot tub"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Park view"", ""Kitchen"", ""Hot water""]",t,2014-09-28,2022-04-20,City registration pending,0,13389580,96.0,17.0,41.94418,-87.7,1.0,1.0,1.0,1.0,35.0,32.0,1125,32.0,1125.0,10,40,69,69,6.0,0.0,0.0,4.8,4.9,4.9,4.9,4.9,4.9,4.8,0.05
110,Jennifer,2014-06-29,"Chicago, IL",within an hour,100%,1,Rogers Park,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,Rogers Park,8,1,1 private bath,"[""Shower gel"", ""First aid kit"", ""Kitchen Aid  stainless steel single oven"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Central heating"", ""Dryer"", ""Stove"", ""Exterior security cameras on property"", ""55 inch HDTV with Roku"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Ethernet connection"", ""Coffee"", ""Exercise equipment: free weights, yoga mat"", ""Wine glasses"", ""Hangers"", ""Private patio or balcony"", ""Bathtub"", ""Lockbox"", ""Long term stays allowed"", ""Central air conditioning"", ""Clothing storage: closet"", ""Hot water kettle"", ""Washer"", ""Body soap"", ""Kitchen Aid Professional stainless steel refrigerator"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2015-06-26,2024-09-07,R21000073244,0,17405364,93.0,3.0,42.00146,-87.66982,2.0,1.0,1.0,1.0,55.0,7.0,90,7.0,1125.0,5,32,45,45,43.0,2.0,1.0,4.98,4.98,5.0,5.0,4.95,4.84,4.93,0.38
111,Amanda,2014-01-14,"Chicago, IL",within a few hours,100%,1,Hyde Park,"['email', 'phone']",t,1,Neighborhood highlights,Hyde Park,1,1,1 private bath,"[""Refrigerator"", ""Wifi"", ""Heating"", ""Dryer"", ""Stove"", ""Lake access"", ""Shampoo"", ""Hangers"", ""Oven"", ""Patio or balcony"", ""Air conditioning"", ""Washer"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2014-08-14,2024-09-12,R17000015187,0,11294056,90.0,1.0,41.79963,-87.59186,2.0,1.0,1.0,1.0,83.0,1.0,1125,2.0,1125.0,3,3,3,4,31.2,12.4,1.2,4.96,4.97,4.96,4.98,4.98,4.92,4.9,3.79
113,Luke & Ligia,2014-03-09,"Chicago, IL",within a few hours,100%,1,Edgewater,"['email', 'phone']",t,1,Neighborhood highlights,Edgewater,1,1,1 shared bath,"[""Refrigerator"", ""First aid kit"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""Heating"", ""Dryer"", ""Stove"", ""Breakfast"", ""Lake access"", ""Lock on bedroom door"", ""Private entrance"", ""Air conditioning"", ""Washer"", ""Coffee maker"", ""Dishes and silverware"", ""Essentials"", ""Fire extinguisher"", ""Waterfront"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Smoke alarm"", ""Free street parking"", ""Host greets you"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2014-07-22,2024-04-13,R18000034100,0,12955486,100.0,3.0,41.99103,-87.66166,1.0,1.0,1.0,1.0,49.0,20.0,730,19.7,1125.0,0,0,0,118,47.0,2.0,0.0,4.85,4.87,4.96,4.93,4.89,4.85,4.91,0.38
116,Barbara,2014-07-23,"Chicago, IL",within an hour,100%,1,Rogers Park,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,Rogers Park,8,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Self check-in"", ""Beach access \u2013 Beachfront"", ""Heating"", ""Fast wifi \u2013 71 Mbps"", ""Dryer"", ""Stove"", ""Dining table"", ""Lake access"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Outdoor furniture"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Rice maker"", ""Clothing storage: closet"", ""Hot water kettle"", ""Body soap"", ""Coffee maker"", ""Smoking allowed"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Laundromat nearby"", ""Private backyard \u2013 Not fully fenced"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Freezer"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace: gas"", ""Microwave"", ""Hot water""]",t,2015-05-01,2024-09-08,R23000109108,1,18742622,100.0,2.0,42.0222,-87.67226,2.0,1.0,1.0,1.0,68.0,2.0,1125,2.0,1125.0,0,0,2,277,81.0,12.0,3.0,4.86,4.85,4.85,4.95,4.94,4.56,4.84,0.71
120,Alberto,2014-08-04,"Chicago, IL",within an hour,100%,1,Not specified,"['email', 'phone']",t,1,Neighborhood highlights,Loop,8,1,1 private bath,"[""Shower gel"", ""BBQ grill"", ""Beach view"", ""First aid kit"", ""Shared gym in building"", ""Wifi"", ""Dishwasher"", ""Beach access \u2013 Beachfront"", ""Heating"", ""Lake access"", ""Lock on bedroom door"", ""Shampoo"", ""Worldpool refrigerator"", ""Wine glasses"", ""Hangers"", ""Private patio or balcony"", ""Room-darkening shades"", ""Children\u2019s dinnerware"", ""Paid dryer \u2013 In building"", ""Central air conditioning"", ""World[pool electric stove"", ""Long term stays allowed"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""EV charger"", ""Elevator"", ""Paid washer \u2013 In building"", ""Smoking allowed"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Worldpool oven"", ""City skyline view"", ""Laundromat nearby"", ""Waterfront"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Paid valet parking on premises \u2013 1 space"", ""Smoke alarm"", ""Trash compactor"", ""Extra pillows and blankets"", ""55 inch HDTV with standard cable"", ""Free street parking"", ""Safe"", ""Board games"", ""Host greets you"", ""Freezer"", ""Shared indoor pool - lap pool"", ""Kitchen"", ""Cooking basics"", ""Coffee maker: Keurig coffee machine, Nespresso"", ""Microwave"", ""Hot water""]",t,2021-07-01,2024-05-04,R21000074087,1,19471032,100.0,9.0,41.877,-87.63055,1.0,1.0,1.0,2.0,60.0,32.0,90,32.0,1125.0,1,1,3,200,11.0,3.0,0.0,5.0,4.91,5.0,5.0,5.0,4.82,5.0,0.28
122,Erik,2014-01-12,"Chicago, IL",within an hour,100%,1,West Lawn,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,West Lawn,4,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Shampoo"", ""Bread maker"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Children\u2019s dinnerware"", ""TV"", ""Bluetooth sound system"", ""Air conditioning"", ""Game console"", ""Rice maker"", ""Body soap"", ""Paid dryer \u2013 In unit"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Dishes and silverware"", ""Laundromat nearby"", ""Iron"", ""Fire extinguisher"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Paid washer \u2013 In unit"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Indoor fireplace"", ""Host greets you"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2014-08-11,2024-08-31,R17000014945,1,11231030,100.0,2.0,41.78392,-87.72921,2.0,1.0,1.0,1.0,39.0,1.0,1125,2.0,1125.0,14,44,74,345,31.2,33.0,1.0,4.83,4.92,4.86,4.88,4.89,4.76,4.88,4.24
